卫星-目标对,开始时间,结束时间,持续时长(秒)
Satellite111-m10,6 Jun 2025 04:06:39.939,6 Jun 2025 04:08:14.215,94.276
Satellite111-m11,6 Jun 2025 04:01:42.078,6 Jun 2025 04:05:28.784,226.706
Satellite111-m11,6 Jun 2025 04:10:30.377,6 Jun 2025 04:15:01.407,271.03
Satellite111-m13,6 Jun 2025 04:18:59.823,6 Jun 2025 04:23:56.758,296.935
Satellite111-m13,6 Jun 2025 04:26:58.446,6 Jun 2025 04:31:20.863,262.417
Satellite111-m16,6 Jun 2025 04:23:45.561,6 Jun 2025 04:31:05.861,440.3
Satellite111-m16,6 Jun 2025 04:32:18.617,6 Jun 2025 04:33:02.624,44.007
Satellite111-m18,6 Jun 2025 04:25:11.366,6 Jun 2025 04:25:28.211,16.845
Satellite111-m22,6 Jun 2025 04:09:18.777,6 Jun 2025 04:12:19.922,181.145
Satellite111-m23,6 Jun 2025 04:19:14.821,6 Jun 2025 04:23:12.845,238.024
Satellite111-m23,6 Jun 2025 04:27:20.231,6 Jun 2025 04:30:34.522,194.291
Satellite111-m24,6 Jun 2025 04:12:08.916,6 Jun 2025 04:22:07.371,598.455
Satellite111-m25,6 Jun 2025 04:10:46.840,6 Jun 2025 04:23:03.581,736.741
Satellite111-m28,6 Jun 2025 04:16:50.955,6 Jun 2025 04:18:26.238,95.283
Satellite111-m3,6 Jun 2025 04:24:16.218,6 Jun 2025 04:26:22.316,126.098
Satellite111-m30,6 Jun 2025 04:09:14.283,6 Jun 2025 04:15:43.978,389.695
Satellite111-m33,6 Jun 2025 04:14:05.854,6 Jun 2025 04:15:36.789,90.935
Satellite111-m33,6 Jun 2025 04:19:59.726,6 Jun 2025 04:28:07.573,487.847
Satellite111-m34,6 Jun 2025 04:19:51.303,6 Jun 2025 04:27:10.802,439.499
Satellite111-m35,6 Jun 2025 04:18:57.764,6 Jun 2025 04:21:54.399,176.635
Satellite111-m36,6 Jun 2025 04:18:26.221,6 Jun 2025 04:22:26.831,240.61
Satellite111-m40,6 Jun 2025 04:11:16.107,6 Jun 2025 04:16:16.264,300.157
Satellite111-m44,6 Jun 2025 04:06:27.866,6 Jun 2025 04:16:43.126,615.26
Satellite111-m45,6 Jun 2025 04:11:00.169,6 Jun 2025 04:24:07.626,787.457
Satellite111-m46,6 Jun 2025 04:14:48.633,6 Jun 2025 04:17:04.287,135.654
Satellite111-m46,6 Jun 2025 04:24:05.349,6 Jun 2025 04:28:21.704,256.355
Satellite111-m47,6 Jun 2025 04:11:21.307,6 Jun 2025 04:21:42.759,621.452
Satellite111-m47,6 Jun 2025 04:26:40.978,6 Jun 2025 04:31:05.755,264.777
Satellite111-m48,6 Jun 2025 04:04:24.857,6 Jun 2025 04:11:13.198,408.341
Satellite111-m48,6 Jun 2025 04:13:12.041,6 Jun 2025 04:15:56.011,163.97
Satellite111-m48,6 Jun 2025 04:17:05.391,6 Jun 2025 04:24:02.619,417.228
Satellite112-m11,6 Jun 2025 04:01:51.876,6 Jun 2025 04:03:08.741,76.865
Satellite112-m15,6 Jun 2025 04:06:32.727,6 Jun 2025 04:12:08.935,336.208
Satellite112-m16,6 Jun 2025 04:13:27.661,6 Jun 2025 04:15:52.211,144.55
Satellite112-m16,6 Jun 2025 04:22:23.265,6 Jun 2025 04:25:27.072,183.807
Satellite112-m18,6 Jun 2025 04:10:28.931,6 Jun 2025 04:16:18.515,349.584
Satellite112-m18,6 Jun 2025 04:18:44.553,6 Jun 2025 04:24:06.029,321.476
Satellite112-m23,6 Jun 2025 04:10:53.364,6 Jun 2025 04:20:00.178,546.814
Satellite112-m24,6 Jun 2025 04:04:30.900,6 Jun 2025 04:10:21.918,351.018
Satellite112-m25,6 Jun 2025 04:04:22.507,6 Jun 2025 04:10:14.906,352.399
Satellite112-m33,6 Jun 2025 04:03:54.956,6 Jun 2025 04:11:49.972,475.016
Satellite112-m33,6 Jun 2025 04:13:15.729,6 Jun 2025 04:15:32.914,137.185
Satellite112-m35,6 Jun 2025 04:09:34.366,6 Jun 2025 04:11:23.240,108.874
Satellite112-m35,6 Jun 2025 04:17:47.692,6 Jun 2025 04:20:26.529,158.837
Satellite112-m40,6 Jun 2025 04:05:54.742,6 Jun 2025 04:13:11.544,436.802
Satellite112-m46,6 Jun 2025 04:07:07.597,6 Jun 2025 04:16:25.526,557.929
Satellite113-m15,6 Jun 2025 04:02:47.400,6 Jun 2025 04:04:32.677,105.277
Satellite113-m18,6 Jun 2025 04:06:15.187,6 Jun 2025 04:12:05.210,350.023
Satellite113-m19,6 Jun 2025 04:07:12.188,6 Jun 2025 04:15:07.396,475.208
Satellite113-m23,6 Jun 2025 04:04:31.272,6 Jun 2025 04:07:41.813,190.541
Satellite113-m35,6 Jun 2025 04:09:06.407,6 Jun 2025 04:09:55.059,48.652
Satellite113-m36,6 Jun 2025 04:03:19.867,6 Jun 2025 04:04:38.851,78.984
Satellite113-m37,6 Jun 2025 04:06:08.451,6 Jun 2025 04:26:24.830,1216.379
Satellite114-m19,6 Jun 2025 04:06:58.632,6 Jun 2025 04:19:55.636,777.004
Satellite114-m7,6 Jun 2025 04:14:47.427,6 Jun 2025 04:17:14.583,147.156
Satellite115-m14,6 Jun 2025 04:21:18.967,6 Jun 2025 04:24:25.178,186.211
Satellite115-m21,6 Jun 2025 04:12:26.994,6 Jun 2025 04:13:11.098,44.104
Satellite115-m29,6 Jun 2025 04:11:36.707,6 Jun 2025 04:18:58.435,441.728
Satellite115-m43,6 Jun 2025 04:38:24.886,6 Jun 2025 04:39:59.775,94.889
Satellite115-m7,6 Jun 2025 04:09:04.734,6 Jun 2025 04:13:02.271,237.537
Satellite115-m8,6 Jun 2025 04:30:19.393,6 Jun 2025 04:32:02.145,102.752
Satellite116-m1,6 Jun 2025 04:15:42.957,6 Jun 2025 04:20:35.016,292.059
Satellite116-m11,6 Jun 2025 04:13:16.023,6 Jun 2025 04:15:17.967,121.944
Satellite116-m13,6 Jun 2025 04:29:51.836,6 Jun 2025 04:33:27.834,215.998
Satellite116-m14,6 Jun 2025 04:13:03.220,6 Jun 2025 04:22:31.322,568.102
Satellite116-m22,6 Jun 2025 04:10:32.091,6 Jun 2025 04:12:03.914,91.823
Satellite116-m23,6 Jun 2025 04:29:13.514,6 Jun 2025 04:31:24.178,130.664
Satellite116-m24,6 Jun 2025 04:21:33.938,6 Jun 2025 04:25:53.998,260.06
Satellite116-m25,6 Jun 2025 04:21:31.885,6 Jun 2025 04:24:50.914,199.029
Satellite116-m26,6 Jun 2025 04:35:06.735,6 Jun 2025 04:37:44.125,157.39
Satellite116-m3,6 Jun 2025 04:29:02.370,6 Jun 2025 04:34:07.131,304.761
Satellite116-m33,6 Jun 2025 04:27:43.827,6 Jun 2025 04:28:40.070,56.243
Satellite116-m34,6 Jun 2025 04:26:26.195,6 Jun 2025 04:29:09.194,162.999
Satellite116-m36,6 Jun 2025 04:24:57.413,6 Jun 2025 04:26:16.467,79.054
Satellite116-m43,6 Jun 2025 04:31:38.003,6 Jun 2025 04:39:51.934,493.931
Satellite116-m44,6 Jun 2025 04:13:37.975,6 Jun 2025 04:30:58.022,1040.047
Satellite116-m46,6 Jun 2025 04:29:42.892,6 Jun 2025 04:32:54.841,191.949
Satellite116-m49,6 Jun 2025 04:25:16.813,6 Jun 2025 04:25:32.093,15.28
Satellite121-m13,6 Jun 2025 04:18:42.436,6 Jun 2025 04:24:38.712,356.276
Satellite121-m16,6 Jun 2025 04:17:39.824,6 Jun 2025 04:19:01.362,81.538
Satellite121-m16,6 Jun 2025 04:22:21.884,6 Jun 2025 04:23:10.034,48.15
Satellite121-m16,6 Jun 2025 04:24:11.898,6 Jun 2025 04:29:32.647,320.749
Satellite121-m18,6 Jun 2025 04:14:27.349,6 Jun 2025 04:25:22.096,654.747
Satellite121-m23,6 Jun 2025 04:15:44.435,6 Jun 2025 04:25:01.887,557.452
Satellite121-m24,6 Jun 2025 04:09:53.843,6 Jun 2025 04:14:46.771,292.928
Satellite121-m25,6 Jun 2025 04:07:38.867,6 Jun 2025 04:14:15.246,396.379
Satellite121-m28,6 Jun 2025 04:13:40.783,6 Jun 2025 04:20:39.705,418.922
Satellite121-m33,6 Jun 2025 04:03:53.240,6 Jun 2025 04:11:35.469,462.229
Satellite121-m33,6 Jun 2025 04:17:37.745,6 Jun 2025 04:20:16.329,158.584
Satellite121-m35,6 Jun 2025 04:13:24.633,6 Jun 2025 04:15:51.213,146.58
Satellite121-m35,6 Jun 2025 04:21:24.675,6 Jun 2025 04:23:48.544,143.869
Satellite121-m38,6 Jun 2025 04:08:21.708,6 Jun 2025 04:12:36.633,254.925
Satellite121-m40,6 Jun 2025 04:05:20.314,6 Jun 2025 04:15:36.658,616.344
Satellite121-m45,6 Jun 2025 04:14:33.249,6 Jun 2025 04:24:05.048,571.799
Satellite121-m46,6 Jun 2025 04:06:58.611,6 Jun 2025 04:15:21.261,502.65
Satellite121-m46,6 Jun 2025 04:18:01.203,6 Jun 2025 04:21:15.391,194.188
Satellite121-m47,6 Jun 2025 04:18:27.207,6 Jun 2025 04:23:54.101,326.894
Satellite122-m12,6 Jun 2025 04:13:56.838,6 Jun 2025 04:22:35.649,518.811
Satellite122-m13,6 Jun 2025 04:08:36.969,6 Jun 2025 04:15:41.934,424.965
Satellite122-m15,6 Jun 2025 04:04:04.572,6 Jun 2025 04:13:22.020,557.448
Satellite122-m16,6 Jun 2025 04:07:10.978,6 Jun 2025 04:13:58.919,407.941
Satellite122-m16,6 Jun 2025 04:17:26.101,6 Jun 2025 04:18:50.534,84.433
Satellite122-m18,6 Jun 2025 04:05:07.787,6 Jun 2025 04:07:29.839,142.052
Satellite122-m18,6 Jun 2025 04:09:42.089,6 Jun 2025 04:15:07.173,325.084
Satellite122-m23,6 Jun 2025 04:05:28.092,6 Jun 2025 04:08:42.147,194.055
Satellite122-m23,6 Jun 2025 04:12:22.554,6 Jun 2025 04:16:21.908,239.354
Satellite122-m26,6 Jun 2025 04:14:12.955,6 Jun 2025 04:21:16.561,423.606
Satellite122-m33,6 Jun 2025 04:03:54.702,6 Jun 2025 04:05:43.295,108.593
Satellite122-m35,6 Jun 2025 04:12:49.057,6 Jun 2025 04:14:51.106,122.049
Satellite122-m36,6 Jun 2025 04:03:16.760,6 Jun 2025 04:13:08.337,591.577
Satellite122-m50,6 Jun 2025 04:09:32.264,6 Jun 2025 04:20:05.838,633.574
Satellite122-m6,6 Jun 2025 04:18:13.775,6 Jun 2025 04:22:03.829,230.054
Satellite122-m7,6 Jun 2025 04:26:22.280,6 Jun 2025 04:31:44.301,322.021
Satellite122-m7,6 Jun 2025 04:32:45.741,6 Jun 2025 04:36:36.917,231.176
Satellite123-m10,6 Jun 2025 04:26:18.027,6 Jun 2025 04:29:38.886,200.859
Satellite123-m12,6 Jun 2025 04:06:16.774,6 Jun 2025 04:13:26.611,429.837
Satellite123-m13,6 Jun 2025 04:06:10.640,6 Jun 2025 04:07:49.541,98.901
Satellite123-m16,6 Jun 2025 04:04:51.812,6 Jun 2025 04:08:18.569,206.757
Satellite123-m17,6 Jun 2025 04:11:49.539,6 Jun 2025 04:15:07.203,197.664
Satellite123-m18,6 Jun 2025 04:04:55.899,6 Jun 2025 04:05:07.914,12.015
Satellite123-m19,6 Jun 2025 04:16:36.193,6 Jun 2025 04:21:42.898,306.705
Satellite123-m2,6 Jun 2025 04:08:59.630,6 Jun 2025 04:09:50.686,51.056
Satellite123-m23,6 Jun 2025 04:05:00.711,6 Jun 2025 04:06:58.373,117.662
Satellite123-m26,6 Jun 2025 04:09:08.337,6 Jun 2025 04:13:34.210,265.873
Satellite123-m3,6 Jun 2025 04:07:15.724,6 Jun 2025 04:09:10.786,115.062
Satellite123-m34,6 Jun 2025 04:06:59.553,6 Jun 2025 04:08:22.748,83.195
Satellite123-m36,6 Jun 2025 04:03:36.308,6 Jun 2025 04:04:57.960,81.652
Satellite123-m37,6 Jun 2025 04:21:06.810,6 Jun 2025 04:31:38.627,631.817
Satellite123-m39,6 Jun 2025 04:05:27.494,6 Jun 2025 04:07:16.571,109.077
Satellite123-m43,6 Jun 2025 04:05:42.982,6 Jun 2025 04:11:31.613,348.631
Satellite123-m49,6 Jun 2025 04:08:31.021,6 Jun 2025 04:09:16.831,45.81
Satellite123-m50,6 Jun 2025 04:07:16.353,6 Jun 2025 04:11:11.309,234.956
Satellite123-m6,6 Jun 2025 04:11:50.577,6 Jun 2025 04:18:57.779,427.202
Satellite123-m7,6 Jun 2025 04:15:56.939,6 Jun 2025 04:20:52.493,295.554
Satellite123-m7,6 Jun 2025 04:22:44.385,6 Jun 2025 04:27:37.479,293.094
Satellite123-m8,6 Jun 2025 04:06:01.190,6 Jun 2025 04:09:15.588,194.398
Satellite124-m29,6 Jun 2025 04:08:05.649,6 Jun 2025 04:17:49.933,584.284
Satellite124-m7,6 Jun 2025 04:06:42.852,6 Jun 2025 04:17:09.013,626.161
Satellite125-m29,6 Jun 2025 04:08:08.774,6 Jun 2025 04:10:18.324,129.55
Satellite125-m7,6 Jun 2025 04:05:16.547,6 Jun 2025 04:06:39.399,82.852
Satellite126-m13,6 Jun 2025 04:27:06.007,6 Jun 2025 04:34:29.864,443.857
Satellite126-m16,6 Jun 2025 04:28:07.077,6 Jun 2025 04:31:31.851,204.774
Satellite126-m18,6 Jun 2025 04:24:42.014,6 Jun 2025 04:25:26.469,44.455
Satellite126-m23,6 Jun 2025 04:26:20.932,6 Jun 2025 04:32:37.986,377.054
Satellite126-m24,6 Jun 2025 04:16:05.798,6 Jun 2025 04:21:14.861,309.063
Satellite126-m28,6 Jun 2025 04:17:59.311,6 Jun 2025 04:20:17.833,138.522
Satellite126-m35,6 Jun 2025 04:22:46.337,6 Jun 2025 04:24:50.661,124.324
Satellite126-m38,6 Jun 2025 04:11:16.391,6 Jun 2025 04:15:01.855,225.464
Satellite126-m44,6 Jun 2025 04:06:19.714,6 Jun 2025 04:08:27.382,127.668
Satellite126-m45,6 Jun 2025 04:22:39.403,6 Jun 2025 04:25:35.008,175.605
Satellite126-m47,6 Jun 2025 04:24:37.817,6 Jun 2025 04:28:46.635,248.818
Satellite126-m48,6 Jun 2025 04:20:41.262,6 Jun 2025 04:26:14.295,333.033
Satellite131-m12,6 Jun 2025 04:20:25.655,6 Jun 2025 04:23:07.279,161.624
Satellite131-m13,6 Jun 2025 04:15:39.990,6 Jun 2025 04:20:19.708,279.718
Satellite131-m16,6 Jun 2025 04:11:10.958,6 Jun 2025 04:13:42.713,151.755
Satellite131-m16,6 Jun 2025 04:21:48.756,6 Jun 2025 04:23:45.806,117.05
Satellite131-m18,6 Jun 2025 04:05:57.771,6 Jun 2025 04:10:27.735,269.964
Satellite131-m18,6 Jun 2025 04:13:57.665,6 Jun 2025 04:19:02.156,304.491
Satellite131-m23,6 Jun 2025 04:09:13.089,6 Jun 2025 04:20:45.622,692.533
Satellite131-m26,6 Jun 2025 04:20:16.215,6 Jun 2025 04:21:41.893,85.678
Satellite131-m26,6 Jun 2025 04:28:15.745,6 Jun 2025 04:33:34.068,318.323
Satellite131-m30,6 Jun 2025 04:21:44.033,6 Jun 2025 04:25:03.678,199.645
Satellite131-m35,6 Jun 2025 04:14:55.211,6 Jun 2025 04:18:18.574,203.363
Satellite131-m37,6 Jun 2025 04:05:09.879,6 Jun 2025 04:06:04.840,54.961
Satellite131-m50,6 Jun 2025 04:19:25.385,6 Jun 2025 04:31:34.317,728.932
Satellite131-m7,6 Jun 2025 04:33:10.820,6 Jun 2025 04:36:08.164,177.344
Satellite132-m10,6 Jun 2025 04:24:26.147,6 Jun 2025 04:29:24.070,297.923
Satellite132-m12,6 Jun 2025 04:04:57.806,6 Jun 2025 04:12:06.555,428.749
Satellite132-m12,6 Jun 2025 04:15:20.514,6 Jun 2025 04:21:26.234,365.72
Satellite132-m13,6 Jun 2025 04:11:18.149,6 Jun 2025 04:15:10.866,232.717
Satellite132-m15,6 Jun 2025 04:04:22.476,6 Jun 2025 04:15:56.012,693.536
Satellite132-m16,6 Jun 2025 04:02:34.365,6 Jun 2025 04:12:38.111,603.746
Satellite132-m18,6 Jun 2025 04:05:18.283,6 Jun 2025 04:07:20.675,122.392
Satellite132-m20,6 Jun 2025 04:13:26.915,6 Jun 2025 04:15:30.636,123.721
Satellite132-m23,6 Jun 2025 04:06:08.029,6 Jun 2025 04:11:36.740,328.711
Satellite132-m26,6 Jun 2025 04:08:06.204,6 Jun 2025 04:14:44.963,398.759
Satellite132-m26,6 Jun 2025 04:20:57.772,6 Jun 2025 04:22:17.856,80.084
Satellite132-m27,6 Jun 2025 04:16:42.169,6 Jun 2025 04:18:30.029,107.86
Satellite132-m29,6 Jun 2025 04:23:40.549,6 Jun 2025 04:26:47.197,186.648
Satellite132-m3,6 Jun 2025 04:13:08.788,6 Jun 2025 04:19:08.950,360.162
Satellite132-m30,6 Jun 2025 04:18:21.375,6 Jun 2025 04:22:14.982,233.607
Satellite132-m34,6 Jun 2025 04:13:24.488,6 Jun 2025 04:17:48.201,263.713
Satellite132-m36,6 Jun 2025 04:08:38.569,6 Jun 2025 04:15:34.687,416.118
Satellite132-m4,6 Jun 2025 04:05:26.053,6 Jun 2025 04:06:47.971,81.918
Satellite132-m43,6 Jun 2025 04:06:25.840,6 Jun 2025 04:14:57.948,512.108
Satellite132-m43,6 Jun 2025 04:16:20.305,6 Jun 2025 04:17:12.149,51.844
Satellite132-m43,6 Jun 2025 04:23:06.403,6 Jun 2025 04:25:07.769,121.366
Satellite132-m49,6 Jun 2025 04:16:54.134,6 Jun 2025 04:21:20.314,266.18
Satellite132-m50,6 Jun 2025 04:05:30.896,6 Jun 2025 04:22:54.174,1043.278
Satellite132-m6,6 Jun 2025 04:09:04.121,6 Jun 2025 04:19:38.844,634.723
Satellite132-m8,6 Jun 2025 04:05:16.149,6 Jun 2025 04:32:22.221,1626.072
Satellite133-m10,6 Jun 2025 04:09:35.538,6 Jun 2025 04:26:36.215,1020.677
Satellite133-m14,6 Jun 2025 04:03:28.688,6 Jun 2025 04:25:21.346,1312.658
Satellite133-m20,6 Jun 2025 04:03:46.394,6 Jun 2025 04:11:36.759,470.365
Satellite133-m29,6 Jun 2025 04:13:59.148,6 Jun 2025 04:16:55.354,176.206
Satellite133-m29,6 Jun 2025 04:22:07.068,6 Jun 2025 04:25:00.349,173.281
Satellite133-m6,6 Jun 2025 04:06:50.696,6 Jun 2025 04:10:32.524,221.828
Satellite134-m1,6 Jun 2025 04:01:15.364,6 Jun 2025 04:03:13.414,118.05
Satellite134-m21,6 Jun 2025 04:18:46.053,6 Jun 2025 04:22:49.299,243.246
Satellite134-m29,6 Jun 2025 04:06:50.035,6 Jun 2025 04:14:37.565,467.53
Satellite135-m21,6 Jun 2025 04:12:27.347,6 Jun 2025 04:13:30.810,63.463
Satellite136-m16,6 Jun 2025 04:24:00.981,6 Jun 2025 04:32:04.268,483.287
Satellite136-m18,6 Jun 2025 04:18:12.359,6 Jun 2025 04:24:57.716,405.357
Satellite141-m12,6 Jun 2025 04:04:59.005,6 Jun 2025 04:12:19.543,440.538
Satellite141-m12,6 Jun 2025 04:15:26.601,6 Jun 2025 04:23:17.709,471.108
